emotion,tweet_no_emojis
4," Yeah,it's holidays because of Easter  haha,I'm so happy  don't you have holidays?    Lol,my hair is reallyyy long "
4,Went to NELson today  Ohhh has anyone heard 'Silly Boy'??? good song
4,I think the House of Cullen and House of OZ should get into a scuffle!  That would be fun. Vamps flying around everywhere and sh*t!
4,Mmmmm Jelly &amp; Icecream=Perfect Comfort Food  .xXx
0,Don't no y I'm up wtf. Orthodonist at 8.30  then the gym near my dads work  text
0,JUST HOME HOME FROM (IN N OUT) PLAYN PS3  GT MAD N BROKE MY COOL FONE
4,In my house with my friend's and twin  were going to watch britans got talent ] such a nice night it Ireland
4,I love you! You are awsome! You rock!
0,yeah i guess  are you excited for japan?
4,that doesnt sound good.. r u awwright?  learn kickboxing it helps and its fun  hehe
0,getting ready to say goodbye to www.sweetbox-nation.com  new domain
0,i was kidding
0,"#happybdaykrisallen: It's Kris' birthday  God I wanna wish him hb in person  Oh well, happy birthday honey "
0,Wants someone to talk to...  It's too late at night .:.CarolBby
0,In school in a PG lesson    going shopping after though
4," Well, happy #fletcherday to you then!  A day all for you apparently! "
0,gah. that's horrible.  i'd get super clausterphobic.. bahaha. i don't even know if i spelled that right.
4,I'm cooking and listening Brit  this is my first step on twitter
4,Hannah Montana the movie was amazing! Favorite  (GoodNight guys)
4,Gooood weekend  Gooood night Maybe i'll get my piercing tomorrow
4,haha okay  sounds good..and lets plan to Videochat please. class is so boring without it
4," haha! omg but u make the show awsome, so ppl shouldnt care  go gen Y  oh n congrats on the first win  well done!"
4,What a Boring Early Friday Morning  Have 2 Study + Ustath 7asan
4,listening to kris allen!  333333 haha i'm addicted to that guy!
4,is giggling.  I should sleep noowww.
0,"i'm tired tired tired  ; more than a game, my passion (volleyball) ; loveyouguys"
4,"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!!  Ily Shannii x"
0,"damn, still not even got Sims 3  Hilz we shall keep on trying to get the darn game "
4,Oh myyy it worked  thank you your a genius!!!
0," - Watched A&amp in theatres, for 120 INR "
4,- niiiice.   and now whenever you use that cup... hahahahha
0,did you ever get the D&amp character creator working on your mac? my older version of parallels doesn't seem to like it
4,Watching Everything Is Illuminated  and dreaaaming
4,im still eating some chocolate from easter  homework/studying for half yearlys is waaay too boring. i prefer the interent
4," ooh, can understand that really!  munich is a good city to live when you like going to concerts. torgau is not. "
0,aww  least you had fun out there  xxx
4,I'm in school now.And because of rehersals i'm gonna be free all day.that's why i love rehersals
4,"Getting ready for school... click my ads, everyone!  Tell me, and I'll click yours back! "
0,i cant get my phone til thursday  mommys still buying me fags though
0,cheer competition tomorrow...ahhhh  and I can't practice
0,hi  ! how are you everybody  ! anyways  ! today in the exam it's was so boring  !
0,"clean my room, wash the dog, clean the backyard, vaccuum the couch, dust the bookcases, etc...3 days off work days of house chores "
4,Ohhh but I've no idea what you'd like  But ok.... And cider I think
4,its been guessed. that answer was a dragonfly  I shall post next question soon
0,i has got a fever..  h1n1 perhaps??
4,I demand that he unlocks that friggin' thing. Or I'll beat the crap out of him  hihi de poep uit hem slaan  nederlands zuigt.
0," i tryed to get up erlie to get a london ticket, seems they solded out now tho  haha im relly angery "
0,"i just spent like 3 hours watching TV. not like me, i rather read. but i have nothing to read  so im going to bed. goodnight"
4,I was going to put that quote but I knew you would  Whom is this 'Gaby' ? See ya later! psst I was just in your room  *ninja*
0,I'm so ill after getting wet in the rain for three days.....  but I don't  regret..it was awesome
4," OMG! I LOVE GREENDAY!~!!!! im probz goin to there concert, you should join me   xoxoxo ilyy"
4,One Sunday night at Helsinki. We hadn't drink anything...  yeah RIGHT!
4," Yes ma'am  That's cool, our birthday's are close. "
4,kiroo  i see you love twilight. you read the books?
0,"  if i lived in Michigan, i'd play D&amp with you!"
4,memperkenalkan user lain ke follower kita  refollowfriday
4,- LOL... I'm Not Going On The Radio!  I'm Just Tuning In...  but on the topic of Mum...
4,practise practise practise!!!! haha     townn today with Aimee kins  Gonnna be gurrrd i can sense it
0," I bought him a shirt , he's at work now though so he hasn't seen it. "
4,Just got home. Tonight was amazing.  I should hang out with cute boys more often srsly.  Night!
0," No!  we have um...&quot;mag&quot; magazine, hahaha  Placebo's on our"
4,Clan member getting hitpoints cape tonight on Runescape so I've just done 100 points at Pest Control with him. Spent on Magic
0,College sucked  Not feeling it at all anymore   But wheyyyy should be out tonight
0," I've run out of them  And I've run out of bacardi gin too. Btw the bandmember was the singer, so what would Freud say? "
0,is off to bed!! and still missing her man
0,Got stood up by Jean Paul Makhlouff  ;; chillin with the bestfriend
4,already saw it!! but in france at the moment it's 3euros for each film you see  so it's now or never
0,"really really wants extended hols, please  I'm screwed for CTs "
4,back to  eh?
0,Watching Old Times Cartoons  is so nice to remember these times  im feeling old ; duh! im just 18yo!
4,I'm back  Not that I have any friends on here... I just thought I'd let you know....
4,! Tiffany is so freaking pretty.  I envy.
0,"family time! hahaha eating with ate eunice hahaha, amma miss her  its making me sooo sad!"
0,Vista doesnt let me play sims 2  thts why i changes back to
4,Ready For The Day To Unfold! Off Todayyy Taking A Day Trip To VA To See My Girl Nicole! Happy Tweeting Today! Smiles&amp;Giggles xoxo  Meka
4,loves jv.  i promiseeeee! no more off nights LAKERS!! [www.SOYFASHIONISTA.com]
0,GrAdUaTE 09
4," hey there,  agnes . how is life like as a penguin "
4," I adore you, I really do AND I'm curious to see what will happen if we're ever locked up in a small room with a moth!  x"
0,today's the last day of school  im gonna miss you guys . paramore concert later.
0,Matcharoonie Toomoro  Yayy ! ...... Im A Goaly  Scaryy !! Hellp ! Zach Was Quite Good At Teaching Me Goalying  Wel Rawk ! Fer Shure
4," Anna it is then, Master Suz.  I like the idea of a smite list as long as I don't make it on it. Zac's on that list, huh? "
4," hey!  don't worry swt, u're sooo gonna win in the mtv movie awards  i voted for u  Gd luck!!! I hope u win  tc xxx"
4,hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy love that dog
0,i ddnt get ur tweets  sorry  thanks
0,oh yeah I hate it when that happens
4,the point is that its aweesome !!!  lmao
4,YEs youtube  i want to know what going on around the globe
0,aww..i was watching the video de rbd..sad  patty
4,managed to run PPS on  without MOSS
0,so much painful as usually  For beauty have to suffer.. I'm just suffering and beauty ? where?
0," much be very depressed then if its always raining , its raining here too thou, just very boring, carnt go out anywere "
0," Sucks, bought 2GB but only shows 1 extra because of my  limits I guess "
4,"  - aww    that was a great show, though! "
0,shuddup  i was resisting so badly ytd  haha. but a good thing
4,yaaaaaaaaay  wish you would do some shows in the UK
0,nopes  I wanna watch that but things got complicated last time
4,"watching jacey sleep, hahahaha CIRCUS TODDAY w/jay ro, &amp; alex "
0,I will make you have 1300 follower by marketing your twitter in my homepage but it will take a long time
4,Yayz! Today's is the day I call and see if I got that job!  I ish so happy... even though I slept horribly... So I'm kinda drained...
4,ohhhhhh.  i thot a girl. ohs. lucky u already found him
4,[ DIVINE PLEASE ADD     You are too good to us.  ?
4,ALTNOY on NICK now!!!  YAYYY heh
4,You can't take this feeling away from me. going to lay down &amp; watch a movie.
0,I'm unnaturally wiped out today.  Maybe it's because I never stopped moving yesterday? Ugggghhh I just slept for like three hours.
4,nothing like black jack at 3 am *I W.N.H!*
4,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee .
4,the baby's cute &amp; pink
4,Omg Omg Ik Tiffany! See You There Whoooo  Mrs.CJBaran
4,before giving one to me
4,had a great day tday. now i realise how blessed and loved i am.  nitenite
4,Totaly smell like camp fire now lol its gross to feel the dirtiness but the smell seem to just relax me  i wonder why
4,"I ? American Ebay. So many Vista/ codes. Lovely  Srsly, how stupid can you be?"
4,speak to you tomorrow   wont be there at 8 though
4,"aint about how fast i get there, aint about whats waiting on the other side. its the climb.  i so love miley cyrus. "
4,Im great!  How are you? Im dying to know.
0,I am....doing...nothing.  tweeting...But that doesnt really count as 'something'...
0,i cant believe im up before 12  its coz i miss
4,HAPPY MOTHER's DAY TO ALL OUT THERE THAT ARE MOTHERS ........Hope To Join Ya Some Day
4," lawl, its fun . its just basically the status part of myspace and facebook ahaha. "
4," mkhang mlbo. dami niang followers ee. di q rin naman sia masisisi.  desperate n kng desperate, pero dpt tlga replyn nia q"
4,Quote of the Daysees dad walk in from work* &quotad! You came home from the war! Did ya shoot a Nazi?&quot;  - me
4,; i look forward to the flail so i can flail back at you!!!  enjoy the rest of the fic  *fluffs* night bb
0,"Almost 3a.m. and I don't wanna sleep yet, even though i should. Waking up super early; at 11a.m.  but it's for a good cause"
4,Hey back  hah  from youtube ?!
0," You think you're bored, lmao? I'm siteless for another few hours while my DNS updates...  I'm sick of being siteless.  Blegh."
0," YES, shia is HOTT hahaha. &amp; dude i know right! we need more kevin love "
4,follow  such a prat she is  ha love you
4,Hi  Sorry for the late reply  What's your dA name?
0," oh wth! sorry baby  it's okay, when i graduate, you'll be VIP &amp;yeahh, he did! idk why. he called me &amp; asked if he should."
4,"....AMAZING FANS I MET  ..WAITING FOR EACH SHOWING OF IT! OMGG I LOVE IT! 3 TIMES, WOO..I NEED TO SEE IT AGAIN TOMORROW! "
4,the unborn is a great film..  i love lotti  circus today .. amazing
4," but yeah, i havent been on aim too often because i have been neglecting it  i got a new system now, so i ,may be on more often "
4,me ma is naar de frituur   this is gonna be tasy  (need more followers)
